"Name";"DisplayName";"Description";"Group";"Enabled";"Profile";"Platform";"Direction";"Action";"EdgeTraversalPolicy";"LooseSourceMapping";"LocalOnlyMapping";"Owner";"LocalAddress";"RemoteAddress";"Protocol";"LocalPort";"RemotePort";"IcmpType";"DynamicTarget";"Program";"Package";"Service";"InterfaceAlias";"InterfaceType";"LocalUser";"RemoteUser";"RemoteMachine";"Authentication";"Encryption";"OverrideBlockRules"
"WMP-In-UDP";"Windows Media Player (UDP-In)";"Inbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-Out-UDP";"Windows Media Player (UDP-Out)";"Outbound rule for Windows Media Player to allow UDP Media Streaming. [UDP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"WMP-Out-TCP";"Windows Media Player (TCP-Out)";"Outbound rule for Windows Media Player to allow TCP/HTTP Media Streaming. [TCP]";"@FirewallAPI.dll,-31002";"False";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%ProgramFiles%\Windows Media Player\wmplayer.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"SNMPTRAP-In-UDP";"SNMP Trap Service (UDP In)";"Inbound rule for the SNMP Trap Service to allow SNMP traps. [UDP 162]";"@snmptrap.exe,-3";"False";"Private, Public";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"162";"Any";"Any";"Any";"%SystemRoot%\system32\snmptrap.exe";;"SNMPTRAP";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"SNMPTRAP-In-UDP-NoScope";"SNMP Trap Service (UDP In)";"Inbound rule for the SNMP Trap Service to allow SNMP traps. [UDP 162]";"@snmptrap.exe,-3";"False";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"162";"Any";"Any";"Any";"%SystemRoot%\system32\snmptrap.exe";;"SNMPTRAP";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Wininit-Shutdown-In-Rule-TCP-RPC";"Inbound Rule for Remote Shutdown (TCP-In)";"Inbound rule for the Remote Shutdown via dynamic RPC/TCP.";"@firewallapi.dll,-36751";"True";"Domain";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\wininit.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Wininit-Shutdown-In-Rule-TCP-RPC-EPMapper";"Inbound Rule for Remote Shutdown (RPC-EP-In)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic";"@firewallapi.dll,-36751";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\wininit.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Microsoft-Windows-Unified-Telemetry-Client";"Connected User Experiences and Telemetry";"Unified Telemetry Client Outbound Traffic";"DiagTrack";"True";"Any";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"Any";;"DiagTrack";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"EventForwarder-In-TCP";"Remote Event Monitor (RPC)";"Inbound rule for remote event monitoring via RPC/TCP.";"@FirewallAPI.dll,-36801";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPC";"Any";"Any";"Any";"%SystemRoot%\system32\NetEvtFwdr.exe";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"EventForwarder-RPCSS-In-TCP";"Remote Event Monitor (RPC-EPMAP)";"Inbound rule for the RPCSS service to allow RPC/TCP traffic for remote event monitoring.";"@FirewallAPI.dll,-36801";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"RPCEPMap";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"RPCSS";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnPHost-In-TCP";"Network Discovery (UPnP-In)";"Inbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP 2869]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"2869";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnPHost-Out-TCP";"Network Discovery (UPnP-Out)";"Outbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"2869";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Name-In-UDP";"Network Discovery (NB-Name-In)";"Inbound rule for Network Discovery to allow NetBIOS Name Resolution. [UDP 137]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"137";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Name-Out-UDP";"Network Discovery (NB-Name-Out)";"Outbound rule for Network Discovery to allow NetBIOS Name Resolution. [UDP 137]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"137";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Datagram-In-UDP";"Network Discovery (NB-Datagram-In)";"Inbound rule for Network Discovery to allow NetBIOS Datagram transmission and reception. [UDP 138]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"138";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-NB_Datagram-Out-UDP";"Network Discovery (NB-Datagram-Out)";"Outbound rule for Network Discovery to allow NetBIOS Datagram transmission and reception. [UDP 138]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"138";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNTS-In-TCP";"Network Discovery (WSD EventsSecure-In)";"Inbound rule for Network Discovery to allow Secure WSDAPI Events via Function Discovery. [TCP 5358]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"5358";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNTS-Out-TCP";"Network Discovery (WSD EventsSecure-Out)";"Outbound rule for Network Discovery to allow Secure WSDAPI Events via Function Discovery. [TCP 5358]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"5358";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNT-In-TCP";"Network Discovery (WSD Events-In)";"Inbound rule for Network Discovery to allow WSDAPI Events via Function Discovery. [TCP 5357]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"5357";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-WSDEVNT-Out-TCP";"Network Discovery (WSD Events-Out)";"Outbound rule for Network Discovery to allow WSDAPI Events via Function Discovery. [TCP 5357]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"5357";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-SSDPSrv-In-UDP";"Network Discovery (SSDP-In)";"Inbound rule for Network Discovery to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"1900";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-SSDPSrv-Out-UDP";"Network Discovery (SSDP-Out)";"Outbound rule for Network Discovery to allow use of the Simple Service Discovery Protocol. [UDP 1900]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"1900";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"Ssdpsrv";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-UPnP-Out-TCP";"Network Discovery (UPnPHost-Out)";"Outbound rule for Network Discovery to allow use of Universal Plug and Play. [TCP]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"TCP";"Any";"2869";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"upnphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDPHOST-In-UDP";"Network Discovery (WSD-In)";"Inbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDPHOST-Out-UDP";"Network Discovery (WSD-Out)";"Outbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"3702";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdphost";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-LLMNR-In-UDP";"Network Discovery (LLMNR-UDP-In)";"Inbound rule for Network Discovery to allow Link Local Multicast Name Resolution. [UDP 5355]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"5355";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-LLMNR-Out-UDP";"Network Discovery (LLMNR-UDP-Out)";"Outbound rule for Network Discovery to allow Link Local Multicast Name Resolution. [UDP 5355]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"5355";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"dnscache";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDRESPUB-WSD-In-UDP";"Network Discovery (Pub-WSD-In)";"Inbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"3702";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdrespub";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"NETDIS-FDRESPUB-WSD-Out-UDP";"Network Discovery (Pub WSD-Out)";"Outbound rule for Network Discovery to discover devices via Function Discovery. [UDP 3702]";"@FirewallAPI.dll,-32752";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"LocalSubnet";"UDP";"Any";"3702";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"fdrespub";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"AllJoyn-Router-In-TCP";"AllJoyn Router (TCP-In)";"Inbound rule for AllJoyn Router traffic [TCP]";"@FirewallAPI.dll,-37002";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"9955";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"AJRouter";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"AllJoyn-Router-Out-TCP";"AllJoyn Router (TCP-Out)";"Outbound rule for AllJoyn Router traffic [TCP]";"@FirewallAPI.dll,-37002";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"AJRouter";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"AllJoyn-Router-In-UDP";"AllJoyn Router (UDP-In)";"Inbound rule for AllJoyn Router traffic [UDP]";"@FirewallAPI.dll,-37002";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"AJRouter";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"AllJoyn-Router-Out-UDP";"AllJoyn Router (UDP-Out)";"Outbound rule for AllJoyn Router traffic [UDP]";"@FirewallAPI.dll,-37002";"True";"Domain, Private";"";"Outbound";"Allow";"Block";"False";"False";;"Any";"Any";"UDP";"Any";"Any";"Any";"Any";"%SystemRoot%\system32\svchost.exe";;"AJRouter";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
"Netlogon-NamedPipe-In";"Netlogon Service (NP-In)";"Inbound rule for the NetLogon service to be remotely managed over Named Pipes.";"@netlogon.dll,-1010";"True";"Domain, Private";"";"Inbound";"Allow";"Block";"False";"False";;"Any";"Any";"TCP";"445";"Any";"Any";"Any";"System";;"Any";"Any";"Any";"Any";"Any";"Any";"NotRequired";"NotRequired";"False"
